County,School Type,School District or Name,MMR Vaccination Rate,Age Group,metric,school size 10,school size 25,school size 100,school size 250,school size 500,school size 750,school size 1000,school size 1500,school size 2500,school size 5000,average_school_size,metric_average_school_size
fort bend,Private School,The Honor Roll School,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
tarrant,Private School,The Jane Justin School of the Child Stud,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
tarrant,Private School,The Jane Justin School of the Child Stud,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
montgomery,Private School,The John Cooper School,96.3,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.0015,0.0145,0.018,0.0175,0.0245,0.0325,0.035,,0.0145
montgomery,Private School,The John Cooper School,96.3,7th Grade,total_infected_mean,1,1,1.48,1.7865,1.9865,2.0465,1.926,2.2145,2.1935,2.318,,1.9865
harris,Private School,The Kinkaid School,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
harris,Private School,The Kinkaid School,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
travis,Private School,The Magellan International School,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
travis,Private School,The Magellan International School,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
bexar,Private School,The Montessori School of San Antonio,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
bexar,Private School,The Montessori School of San Antonio,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
tarrant,Private School,The Oakridge School,96.2,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.0005,0.012,0.02,0.0225,0.0225,0.035,0.031,,0.012
tarrant,Private School,The Oakridge School,96.2,7th Grade,total_infected_mean,1,1,1.491,1.7735,2.0235,2.1045,2.11,2.17,2.347,2.297,,2.0235
hidalgo,Private School,The Pharr Oratory of St. Philip Neri Sch,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
hidalgo,Private School,The Pharr Oratory of St. Philip Neri Sch,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
harris,Private School,The Post Oak School,92.9,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.1235,0.1695,0.198,0.2055,0.217,0.21,0.2165,,0.1695
harris,Private School,The Post Oak School,92.9,7th Grade,total_infected_mean,1,1.3835,2.727,3.792,4.77,5.9465,6.7495,8.169,10.173,14.0315,,4.77
harris,Private School,The Regis School of the Sacred Heart,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
harris,Private School,The Regis School of the Sacred Heart,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
denton,Private School,The Selwyn School,71.4,7th Grade,probability_exceeding_10_total_cases,0,0,0.7885,0.7905,0.7855,0.7925,0.7935,0.783,0.7825,0.7965,,0.7855
denton,Private School,The Selwyn School,71.4,7th Grade,total_infected_mean,2.4405,6.1605,22.723,56.239,110.8975,168.0895,223.6875,331.2825,551.7175,1122.9175,,110.8975
travis,Private School,The Studio Preparatory,66.7,7th Grade,probability_exceeding_10_total_cases,0,0,0.8255,0.8175,0.8225,0.81,0.8135,0.8295,0.8115,0.816,,0.8225
travis,Private School,The Studio Preparatory,66.7,7th Grade,total_infected_mean,3.335,7.2185,28.0205,68.332,136.618,201.3195,269.275,412.1505,671.6785,1349.9575,,136.618
harris,Private School,The Tenney School,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
harris,Private School,The Tenney School,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
victoria,Private School,The Vine School,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
victoria,Private School,The Vine School,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
harris,Private School,The Westview School,90.9,7th Grade,probability_exceeding_10_total_cases,0,0,0.05,0.2775,0.3095,0.324,0.332,0.3335,0.3195,0.3445,,0.3095
harris,Private School,The Westview School,90.9,7th Grade,total_infected_mean,1,1.905,3.825,6.0375,9.136,12.508,14.921,19.8895,30.72,57.542,,9.136
dallas,Private School,The Westwood School Lower School Campus,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
dallas,Private School,The Westwood School Lower School Campus,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
dallas,Private School,The Winston School Dallas,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
dallas,Private School,The Winston School Dallas,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
bexar,Private School,The Winston School San Antonio,95,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.0195,0.0415,0.0745,0.073,0.0735,0.0805,0.0945,,0.0415
bexar,Private School,The Winston School San Antonio,95,7th Grade,total_infected_mean,1,1.3865,1.7315,2.3,2.54,3.0805,2.9855,3.1205,3.3895,3.846,,2.54
montgomery,Private School,The Woodlands Christian Academy,98,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0.0015,0.0005,0.0025,,0
montgomery,Private School,The Woodlands Christian Academy,98,7th Grade,total_infected_mean,1,1,1.1265,1.2535,1.357,1.3905,1.3285,1.413,1.4305,1.4195,,1.357
montgomery,Private School,The Woodlands Methodist School,95.4,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.0105,0.0335,0.0495,0.055,0.0655,0.0615,0.065,,0.0335
montgomery,Private School,The Woodlands Methodist School,95.4,7th Grade,total_infected_mean,1,1.3825,1.7555,2.182,2.332,2.6285,2.6725,2.8855,2.882,3.0575,,2.332
harris,Private School,Torah Day School,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
harris,Private School,Torah Day School,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
dallas,Private School,Torah Day School of Dallas,95.6,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.0045,0.029,0.0345,0.04,0.0535,0.0485,0.06,,0.029
dallas,Private School,Torah Day School of Dallas,95.6,7th Grade,total_infected_mean,1,1.4,1.74,2.05,2.244,2.369,2.421,2.6985,2.572,2.9455,,2.244
harris,Private School,Trafton Academy,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
harris,Private School,Trafton Academy,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
parker,Private School,Trinity Christian Academy,81,7th Grade,probability_exceeding_10_total_cases,0,0,0.5935,0.654,0.6705,0.662,0.663,0.6605,0.671,0.6785,,0.6705
parker,Private School,Trinity Christian Academy,81,7th Grade,total_infected_mean,1.5915,3.3545,11.0215,29.304,59.05,87.8485,116.938,174.901,295.808,598.944,,59.05
dallas,Private School,Trinity Christian Academy Addison,91.5,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.2115,0.2675,0.2715,0.296,0.2895,0.2875,0.321,,0.2675
dallas,Private School,Trinity Christian Academy Addison,91.5,7th Grade,total_infected_mean,1,1.934,3.1845,5.1135,7.5195,9.291,11.6475,15.6155,21.4425,37.3885,,7.5195
lamar,Private School,Trinity Christian Academy Paris,46.2,7th Grade,probability_exceeding_10_total_cases,0,0.8925,0.9005,0.8885,0.899,0.8915,0.9035,0.902,0.9135,0.8825,,0.899
lamar,Private School,Trinity Christian Academy Paris,46.2,7th Grade,total_infected_mean,5.4415,12.609,48.714,120.033,241.881,360.1765,486.049,727.817,1228.4315,2373.4625,,241.881
lubbock,Private School,Trinity Christian School,86.3,7th Grade,probability_exceeding_10_total_cases,0,0,0.3945,0.509,0.515,0.52,0.5205,0.5545,0.534,0.544,,0.515
lubbock,Private School,Trinity Christian School,86.3,7th Grade,total_infected_mean,1.6215,2.542,6.604,15.07,28.34,42.613,55.981,90.8705,145.201,296.3055,,28.34
travis,Private School,Trinity Episcopal School Austin,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
travis,Private School,Trinity Episcopal School Austin,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
galveston,Private School,Trinity Episcopal School Galveston,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
galveston,Private School,Trinity Episcopal School Galveston,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
victoria,Private School,Trinity Episcopal School Victoria,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
victoria,Private School,Trinity Episcopal School Victoria,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
harris,Private School,Trinity Klein Lutheran School Spring,98.6,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
harris,Private School,Trinity Klein Lutheran School Spring,98.6,7th Grade,total_infected_mean,1,1,1.141,1.1965,1.216,1.268,1.229,1.239,1.246,1.257,,1.216
midland,Private School,Trinity School of Midland,97,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0.001,0.007,0.0065,0.01,0.0095,0.014,,0.001
midland,Private School,Trinity School of Midland,97,7th Grade,total_infected_mean,1,1,1.2975,1.561,1.6465,1.693,1.725,1.7605,1.7255,1.821,,1.6465
gregg,Private School,Trinity School of Texas Longview,81.8,7th Grade,probability_exceeding_10_total_cases,0,0,0.613,0.646,0.6385,0.6645,0.641,0.6805,0.663,0.648,,0.6385
gregg,Private School,Trinity School of Texas Longview,81.8,7th Grade,total_infected_mean,1.6085,3.322,11.3725,27.3165,53.2075,83.522,106.825,170.7405,277.363,542.763,,53.2075
tarrant,Private School,Trinity Valley School,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
tarrant,Private School,Trinity Valley School,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
dallas,Public ISD,UME PREPARATORY ACADEMY,90.9,7th Grade,probability_exceeding_10_total_cases,0,0,0.05,0.2775,0.3095,0.324,0.332,0.3335,0.3195,0.3445,425,0.2999
dallas,Public ISD,UME PREPARATORY ACADEMY,90.9,7th Grade,total_infected_mean,1,1.905,3.825,6.0375,9.136,12.508,14.921,19.8895,30.72,57.542,425,8.20645
gregg,Public ISD,UNION GROVE ISD,96.3,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.0015,0.0145,0.018,0.0175,0.0245,0.0325,0.035,,0.0145
gregg,Public ISD,UNION GROVE ISD,96.3,7th Grade,total_infected_mean,1,1,1.48,1.7865,1.9865,2.0465,1.926,2.2145,2.1935,2.318,,1.9865
upshur,Public ISD,UNION HILL ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,141,0
upshur,Public ISD,UNION HILL ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,141,1
webb,Public ISD,UNITED ISD,99.7,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,806,0
webb,Public ISD,UNITED ISD,99.7,7th Grade,total_infected_mean,1,1,1,1,1.0355,1.04,1.03,1.042,1.04,1.044,806,1.03776
dallas,Public ISD,UNIVERSAL ACADEMY,98.4,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0.001,0,678,0
dallas,Public ISD,UNIVERSAL ACADEMY,98.4,7th Grade,total_infected_mean,1,1,1.139,1.188,1.2505,1.264,1.302,1.305,1.307,1.34,678,1.260112
travis,Public ISD,UNIVERSITY OF TEXAS UNIVERSITY CHARTER S,87.5,7th Grade,probability_exceeding_10_total_cases,0,0,0.3015,0.455,0.489,0.4795,0.4805,0.5195,0.488,0.504,,0.489
travis,Public ISD,UNIVERSITY OF TEXAS UNIVERSITY CHARTER S,87.5,7th Grade,total_infected_mean,1.6335,2.6125,5.5935,12.1555,22.8285,32.783,44.1915,71.2695,112.3235,228.246,,22.8285
dallas,Public ISD,UPLIFT EDUCATION,99.4,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,519,0
dallas,Public ISD,UPLIFT EDUCATION,99.4,7th Grade,total_infected_mean,1,1,1,1.059,1.0665,1.084,1.082,1.0845,1.0925,1.1,519,1.06783
smith,Public ISD,UT TYLER UNIVERSITY ACADEMY,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,391,0
smith,Public ISD,UT TYLER UNIVERSITY ACADEMY,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,391,1
uvalde,Public ISD,UTOPIA ISD,66.7,7th Grade,probability_exceeding_10_total_cases,0,0,0.8255,0.8175,0.8225,0.81,0.8135,0.8295,0.8115,0.816,196,0.82038
uvalde,Public ISD,UTOPIA ISD,66.7,7th Grade,total_infected_mean,3.335,7.2185,28.0205,68.332,136.618,201.3195,269.275,412.1505,671.6785,1349.9575,196,53.81986
ector,Public ISD,UTPB STEM ACADEMY,93.6,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.068,0.1245,0.134,0.161,0.1555,0.175,0.1955,,0.1245
ector,Public ISD,UTPB STEM ACADEMY,93.6,7th Grade,total_infected_mean,1,1.3855,2.377,3.056,3.8765,4.2015,5.132,5.5405,7.2115,8.9595,,3.8765
uvalde,Public ISD,UVALDE CISD,99.3,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,502,0
uvalde,Public ISD,UVALDE CISD,99.3,7th Grade,total_infected_mean,1,1,1,1.0585,1.086,1.1175,1.1085,1.113,1.1165,1.1195,502,1.086252
webb,Private School,United Day School,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
webb,Private School,United Day School,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
travis,Public ISD,VALERE PUBLIC SCHOOLS,50.9,7th Grade,probability_exceeding_10_total_cases,0,0.886,0.889,0.8965,0.871,0.8845,0.897,0.883,0.894,0.892,217,0.89485
travis,Public ISD,VALERE PUBLIC SCHOOLS,50.9,7th Grade,total_infected_mean,4.3485,11.6285,44.5395,110.3075,214.291,326.3135,440.2915,650.5495,1097.3625,2188.8165,217,95.83854
bosque,Public ISD,VALLEY MILLS ISD,98,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0.0015,0.0005,0.0025,223,0
bosque,Public ISD,VALLEY MILLS ISD,98,7th Grade,total_infected_mean,1,1,1.1265,1.2535,1.357,1.3905,1.3285,1.413,1.4305,1.4195,223,1.23064
cooke,Public ISD,VALLEY VIEW ISD,93.8,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.06,0.106,0.1415,0.1405,0.147,0.156,0.1595,283,0.066072
cooke,Public ISD,VALLEY VIEW ISD,93.8,7th Grade,total_infected_mean,1,1.3765,2.35,3.0155,3.6365,4.321,4.5345,5.107,6.0885,6.7705,283,3.097472
hidalgo,Public ISD,VALLEY VIEW ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,574,0
hidalgo,Public ISD,VALLEY VIEW ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,574,1
travis,Public ISD,VALOR PUBLIC SCHOOLS,76.6,7th Grade,probability_exceeding_10_total_cases,0,0,0.7265,0.738,0.727,0.738,0.732,0.7185,0.757,0.7405,,0.727
travis,Public ISD,VALOR PUBLIC SCHOOLS,76.6,7th Grade,total_infected_mean,2.4245,4.308,17.0875,42.321,82.335,125.6895,165.5455,244.11,428.4545,837.7265,,82.335
grayson,Public ISD,VAN ALSTYNE ISD,94.3,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.0395,0.104,0.0965,0.1045,0.123,0.104,0.1305,522,0.10334
grayson,Public ISD,VAN ALSTYNE ISD,94.3,7th Grade,total_infected_mean,1,1.3835,1.985,2.654,3.4235,3.6235,3.7525,4.2045,4.017,5.5055,522,3.4411
van zandt,Public ISD,VAN ISD,99.5,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,589,0
van zandt,Public ISD,VAN ISD,99.5,7th Grade,total_infected_mean,1,1,1,1.0575,1.0625,1.0625,1.07,1.067,1.0835,1.083,589,1.0625
matagorda,Public ISD,VAN VLECK ISD,98.6,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,346,0
matagorda,Public ISD,VAN VLECK ISD,98.6,7th Grade,total_infected_mean,1,1,1.141,1.1965,1.216,1.268,1.229,1.239,1.246,1.257,346,1.203988
hidalgo,Public ISD,VANGUARD ACADEMY,99.8,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,1135,0
hidalgo,Public ISD,VANGUARD ACADEMY,99.8,7th Grade,total_infected_mean,1,1,1,1,1,1.02,1.015,1.019,1.031,1.0195,1135,1.01608
oldham,Public ISD,VEGA ISD,93.6,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.068,0.1245,0.134,0.161,0.1555,0.175,0.1955,113,0
oldham,Public ISD,VEGA ISD,93.6,7th Grade,total_infected_mean,1,1.3855,2.377,3.056,3.8765,4.2015,5.132,5.5405,7.2115,8.9595,113,2.435846667
johnson,Public ISD,VENUS ISD,98.7,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,570,0
johnson,Public ISD,VENUS ISD,98.7,7th Grade,total_infected_mean,1,1,1.129,1.2105,1.1945,1.2015,1.229,1.2315,1.25,1.259,570,1.19646
tom green,Public ISD,VERIBEST ISD,94.7,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.0305,0.062,0.083,0.083,0.094,0.108,0.112,97,0
tom green,Public ISD,VERIBEST ISD,94.7,7th Grade,total_infected_mean,1,1.3885,1.972,2.533,2.8595,3.1325,3.0945,3.5955,3.912,4.3295,97,1.94866
wilbarger,Public ISD,VERNON ISD,98.4,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0.001,0,245,0
wilbarger,Public ISD,VERNON ISD,98.4,7th Grade,total_infected_mean,1,1,1.139,1.188,1.2505,1.264,1.302,1.305,1.307,1.34,245,1.186366667
victoria,Public ISD,VICTORIA ISD,99.4,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,516,0
victoria,Public ISD,VICTORIA ISD,99.4,7th Grade,total_infected_mean,1,1,1,1.059,1.0665,1.084,1.082,1.0845,1.0925,1.1,516,1.06762
orange,Public ISD,VIDOR ISD,97,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0.001,0.007,0.0065,0.01,0.0095,0.014,621,0.003904
orange,Public ISD,VIDOR ISD,97,7th Grade,total_infected_mean,1,1,1.2975,1.561,1.6465,1.693,1.725,1.7605,1.7255,1.821,621,1.669006
dallas,Public ISD,VILLAGE TECH SCHOOLS,92.4,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.1575,0.206,0.2215,0.2265,0.239,0.238,0.251,1335,0.234875
dallas,Public ISD,VILLAGE TECH SCHOOLS,92.4,7th Grade,total_infected_mean,1,1.377,2.659,4.11,5.497,6.8255,7.942,9.8185,13.1565,19.5305,1335,9.199255
el paso,Public ISD,VISTA DEL FUTURO CHARTER SCHOOL,96.2,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.0005,0.012,0.02,0.0225,0.0225,0.035,0.031,367,0.005882
el paso,Public ISD,VISTA DEL FUTURO CHARTER SCHOOL,96.2,7th Grade,total_infected_mean,1,1,1.491,1.7735,2.0235,2.1045,2.11,2.17,2.347,2.297,367,1.8905
lavaca,Public ISD,VYSEHRAD ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,74,0
lavaca,Public ISD,VYSEHRAD ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,74,1
mclennan,Private School,Valor Preparatory Academy (NAUMS),85.3,7th Grade,probability_exceeding_10_total_cases,0,0,0.4405,0.5445,0.563,0.555,0.556,0.5725,0.567,0.5695,,0.563
mclennan,Private School,Valor Preparatory Academy (NAUMS),85.3,7th Grade,total_infected_mean,1.611,2.6125,7.352,17.1335,34.7705,51.993,68.187,105.3005,174.104,351.2105,,34.7705
rockwall,Private School,Vandermont,57.1,7th Grade,probability_exceeding_10_total_cases,0,0.833,0.8655,0.8735,0.871,0.8645,0.864,0.874,0.8645,0.8715,,0.871
rockwall,Private School,Vandermont,57.1,7th Grade,total_infected_mean,4.3835,9.431,37.267,94.32,187.1225,278.1035,370.253,562.149,926.4025,1866.791,,187.1225
mclennan,Private School,Vanguard College Preparatory School,95.7,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.0025,0.025,0.0485,0.041,0.046,0.059,0.0595,,0.025
mclennan,Private School,Vanguard College Preparatory School,95.7,7th Grade,total_infected_mean,1,1.4025,1.746,2.003,2.1955,2.5455,2.458,2.624,2.717,2.673,,2.1955
travis,Private School,Veritas Academy (NAUMS),82.2,7th Grade,probability_exceeding_10_total_cases,0,0,0.5835,0.645,0.637,0.638,0.647,0.667,0.6415,0.67,,0.637
travis,Private School,Veritas Academy (NAUMS),82.2,7th Grade,total_infected_mean,1.6115,3.3945,10.2395,26.4685,51.6095,78.0575,104.9295,162.114,259.982,542.8235,,51.6095
harris,Private School,Veritas Christian Academy of Houston,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
harris,Private School,Veritas Christian Academy of Houston,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
jefferson,Private School,Veritas Classical Academy,85.7,7th Grade,probability_exceeding_10_total_cases,0,0,0.454,0.535,0.5465,0.5575,0.542,0.5635,0.5945,0.5725,,0.5465
jefferson,Private School,Veritas Classical Academy,85.7,7th Grade,total_infected_mean,1.6225,2.601,7.413,16.24,32.549,49.707,63.679,99.5605,174.9795,337.332,,32.549
parker,Private School,Victory Baptist Academy,92.3,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.1695,0.213,0.2265,0.245,0.244,0.252,0.2545,,0.213
parker,Private School,Victory Baptist Academy,92.3,7th Grade,total_infected_mean,1,1.3775,2.707,4.2705,5.8965,7.0895,8.6015,10.614,14.1555,20.6645,,5.8965
wise,Private School,Victory Christian Academy,62.5,7th Grade,probability_exceeding_10_total_cases,0,0.7465,0.846,0.8485,0.84,0.8505,0.843,0.8535,0.848,0.845,,0.84
wise,Private School,Victory Christian Academy,62.5,7th Grade,total_infected_mean,3.3985,8.3535,32.1525,79.61,157.5065,239.1525,315.1165,479.0205,792.857,1579.162,,157.5065
harris,Private School,Village School,97.4,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0.0025,0.002,0.0065,0.005,0.0085,,0
harris,Private School,Village School,97.4,7th Grade,total_infected_mean,1,1,1.3085,1.475,1.503,1.609,1.5615,1.6255,1.6295,1.665,,1.503
mclennan,Public ISD,WACO ISD,98.8,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,580,0
mclennan,Public ISD,WACO ISD,98.8,7th Grade,total_infected_mean,1,1,1.1325,1.1255,1.169,1.1815,1.1675,1.1995,1.1995,1.211,580,1.173
gonzales,Public ISD,WAELDER ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,302,0
gonzales,Public ISD,WAELDER ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,302,1
tom green,Public ISD,WALL ISD,99,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,241,0
tom green,Public ISD,WALL ISD,99,7th Grade,total_infected_mean,1,1,1,1.123,1.139,1.1425,1.1515,1.174,1.1685,1.183,241,1.11562
waller,Public ISD,WALLER ISD,99.3,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,882,0
waller,Public ISD,WALLER ISD,99.3,7th Grade,total_infected_mean,1,1,1,1.0585,1.086,1.1175,1.1085,1.113,1.1165,1.1195,882,1.112748
