County,Grade_range,School_enroll_2023,School_Type,District_ISD,District_enroll_2023,School_name,geometry
DALLAS,EE-05,838,Elementary School,IRVING ISD,31485,JACKIE MAE TOWNSELL EL,"c(-96.986862, 32.8571820000001)"
DALLAS,EE-05,802,Elementary School,IRVING ISD,31485,DAVIS EL,"c(-96.999453, 32.8180320000001)"
DALLAS,EE-05,607,Elementary School,IRVING ISD,31485,JOHN W AND MARGIE STIPES EL,"c(-96.989841, 32.7984210000001)"
DALLAS,EE-PK,280,Elementary School,IRVING ISD,31485,PIERCE EARLY CHILDHOOD,"c(-96.9432839999999, 32.823)"
DALLAS,EE-PK,455,Elementary School,IRVING ISD,31485,CLIFTON EARLY CHILDHOOD,"c(-96.9872354999999, 32.8589190000001)"
DALLAS,EE-PK,337,Elementary School,IRVING ISD,31485,KINKEADE EARLY CHILDHOOD,"c(-96.9747164999999, 32.806629)"
ELLIS,EE-06,330,Elementary School,ITALY ISD,628,STAFFORD EL,"c(-96.889552361, 32.1770698220001)"
ELLIS,07-12,298,High School,ITALY ISD,628,ITALY H S,"c(-96.879105, 32.1813540000001)"
HILL,09-12,201,High School,ITASCA ISD,656,ITASCA H S,"c(-97.1450325, 32.1647310000001)"
HILL,EE-05,283,Elementary School,ITASCA ISD,656,ITASCA EL,"c(-97.146515673, 32.1639813680001)"
JACK,06-08,258,Middle School,JACKSBORO ISD,1082,JACKSBORO MIDDLE,"c(-98.171721, 33.2188560000001)"
JACK,09-12,348,High School,JACKSBORO ISD,1082,JACKSBORO H S,"c(-98.170551, 33.2294850000001)"
JACK,EE-05,476,Elementary School,JACKSBORO ISD,1082,JACKSBORO EL,"c(-98.176392, 33.2265870000001)"
CHEROKEE,09-12,1364,High School,JACKSONVILLE ISD,4834,JACKSONVILLE H S,"c(-95.250906, 31.9535460000001)"
CHEROKEE,07-08,645,Junior High School,JACKSONVILLE ISD,4834,JACKSONVILLE MIDDLE,"c(-95.252652, 31.977018)"
CHEROKEE,PK-12,34,Elementary/Secondary,JACKSONVILLE ISD,4834,COMPASS CENTER,"c(-95.2620434999999, 31.933548)"
CHEROKEE,05-06,659,Middle School,JACKSONVILLE ISD,4834,NICHOLS INT,"c(-95.2514325, 31.934628)"
CHEROKEE,EE-04,607,Elementary School,JACKSONVILLE ISD,4834,EAST SIDE EL,"c(-95.2617915, 31.9602870000001)"
CHEROKEE,EE-04,400,Elementary School,JACKSONVILLE ISD,4834,WEST SIDE EL,"c(-95.276586912, 31.950356189)"
CHEROKEE,EE-04,600,Elementary School,JACKSONVILLE ISD,4834,FRED DOUGLASS,"c(-95.2562384999999, 31.976145)"
CHEROKEE,EE-04,525,Elementary School,JACKSONVILLE ISD,4834,JOE WRIGHT EL,"c(-95.2878105, 31.973778)"
WILLIAMSON,09-12,957,High School,JARRELL ISD,3713,JARRELL H S,"c(-97.6284315, 30.8185110000001)"
WILLIAMSON,06-08,837,Middle School,JARRELL ISD,3713,JARRELL MIDDLE,"c(-97.6055714999999, 30.8294550000001)"
WILLIAMSON,EE-05,657,Elementary School,JARRELL ISD,3713,JARRELL EL,"c(-97.591257, 30.8091870000001)"
WILLIAMSON,PK-05,552,Elementary School,JARRELL ISD,3713,IGO EL,"c(-97.594731, 30.797991)"
WILLIAMSON,PK-05,706,Elementary School,JARRELL ISD,3713,DOUBLE CREEK EL,"c(-97.6216229999999, 30.841668)"
JASPER,09-12,673,High School,JASPER ISD,2194,JASPER H S,"c(-94.005414, 30.902571)"
JASPER,EE-02,556,Elementary School,JASPER ISD,2194,JEAN C FEW PRI,"c(-94.0032585, 30.8994480000001)"
JASPER,06-08,516,Middle School,JASPER ISD,2194,JASPER J H,"c(-94.008017734, 30.9228234070001)"
JASPER,03-05,449,Elementary School,JASPER ISD,2194,PARNELL EL,"c(-94.01115663, 30.9218161000001)"
KENT,EE-12,177,Elementary/Secondary,JAYTON-GIRARD ISD,177,JAYTON SCHOOLS,"c(-100.5821505, 33.252759)"
TARRANT,PK-12,194,Elementary/Secondary,JEAN MASSIEU ACADEMY,194,JEAN MASSIEU ACADEMY,"c(-97.106364, 32.74749)"
MARION,09-12,375,High School,JEFFERSON ISD,1106,JEFFERSON H S,"c(-94.35711019, 32.7763087480001)"
MARION,05-08,323,Middle School,JEFFERSON ISD,1106,JEFFERSON J H,"c(-94.35179886, 32.7685864210001)"
MARION,01-04,267,Elementary School,JEFFERSON ISD,1106,JEFFERSON EL,"c(-94.357359639, 32.7684207040001)"
MARION,EE-KG,141,Elementary School,JEFFERSON ISD,1106,JEFFERSON PRI SCH,"c(-94.3586549999999, 32.7608910000001)"
JIM HOGG,09-12,330,High School,JIM HOGG COUNTY ISD,1000,HEBBRONVILLE H S,"c(-98.679017274, 27.317685806)"
JIM HOGG,06-08,210,Middle School,JIM HOGG COUNTY ISD,1000,HEBBRONVILLE J H,"c(-98.682355407, 27.31502297)"
JIM HOGG,EE-05,460,Elementary School,JIM HOGG COUNTY ISD,1000,HEBBRONVILLE EL,"c(-98.679137666, 27.314719279)"
TAYLOR,EE-03,298,Elementary School,JIM NED CISD,1630,LAWN EL,"c(-99.7481114999999, 32.137596)"
TAYLOR,EE-03,256,Elementary School,JIM NED CISD,1630,BUFFALO GAP EL,"c(-99.828423, 32.279994)"
TAYLOR,04-06,388,Elementary School,JIM NED CISD,1630,JIM NED INT,"c(-99.790109888, 32.217582372)"
SHELBY,EE-12,712,Elementary/Secondary,JOAQUIN ISD,712,JOAQUIN SCHOOLS,"c(-94.0483305, 31.9656420000001)"
BLANCO,06-08,166,Middle School,JOHNSON CITY ISD,718,LYNDON B JOHNSON MIDDLE,"c(-98.4081465, 30.279303)"
BLANCO,EE-05,302,Elementary School,JOHNSON CITY ISD,718,LYNDON B JOHNSON EL,"c(-98.4082544999999, 30.2781600000001)"
BLANCO,09-12,250,High School,JOHNSON CITY ISD,718,LYNDON B JOHNSON H S,"c(-98.4148155, 30.283776)"
HAMILTON,EE-12,319,Elementary/Secondary,JONESBORO ISD,319,JONESBORO SCHOOL,"c(-97.8851781609999, 31.6153860840001)"
JOHNSON,09-12,1287,High School,JOSHUA ISD,6020,JOSHUA H S,"c(-97.3836045, 32.451291)"
JOHNSON,06-08,604,Middle School,JOSHUA ISD,6020,TOM AND NITA NICHOLS MIDDLE,"c(-97.33662, 32.4830700000001)"
JOHNSON,09,480,High School,JOSHUA ISD,6020,JOSHUA H S NINTH GRADE CAMPUS,"c(-97.3828395, 32.4476550000001)"
JOHNSON,06-08,730,Middle School,JOSHUA ISD,6020,R C LOFLIN MIDDLE,"c(-97.420824, 32.473602)"
JOHNSON,EE-05,670,Elementary School,JOSHUA ISD,6020,A G ELDER EL,"c(-97.3787129999999, 32.455584)"
JOHNSON,EE-05,629,Elementary School,JOSHUA ISD,6020,CADDO GROVE EL,"c(-97.422183, 32.4761040000001)"
JOHNSON,EE-05,444,Elementary School,JOSHUA ISD,6020,PLUM CREEK EL,"c(-97.3820699999999, 32.444145)"
JOHNSON,EE-05,431,Elementary School,JOSHUA ISD,6020,H D STAPLES EL,"c(-97.3872269999999, 32.457069)"
JOHNSON,EE-05,711,Elementary School,JOSHUA ISD,6020,NORTH JOSHUA EL,"c(-97.373385, 32.493168)"
ATASCOSA,09-12,458,High School,JOURDANTON ISD,1588,JOURDANTON H S,"c(-98.5420799999999, 28.908756)"
ATASCOSA,02-05,447,Elementary School,JOURDANTON ISD,1588,JOURDANTON EL,"c(-98.5420799999999, 28.908756)"
ATASCOSA,03-12,16,Elementary/Secondary,JOURDANTON ISD,1588,ATASCOSA COUNTY JUVENILE JUSTICE CENTER,"c(-98.547849, 28.920852)"
ATASCOSA,06-08,385,Middle School,JOURDANTON ISD,1588,JOURDANTON J H,"c(-98.5420799999999, 28.908756)"
ATASCOSA,PK-01,278,Elementary School,JOURDANTON ISD,1588,JOURDANTON ECC,"c(-98.5423863889999, 28.9062172110001)"
BEXAR,PK-12,1054,Elementary/Secondary,JUBILEE ACADEMIES,6017,JUBILEE SAN ANTONIO,"c(-98.406556247, 29.3713232960001)"
BEXAR,PK-08,877,Elementary School,JUBILEE ACADEMIES,6017,JUBILEE HIGHLAND HILLS,"c(-98.447256, 29.3722020000001)"
BEXAR,PK-12,566,Elementary/Secondary,JUBILEE ACADEMIES,6017,JUBILEE - LAKE VIEW UNIVERSITY PREP,"c(-98.542701, 29.420325)"
KLEBERG,PK-09,365,Elementary/Secondary,JUBILEE ACADEMIES,6017,JUBILEE KINGSVILLE,"c(-97.848266353, 27.5179277)"
TRAVIS,PK-12,429,Elementary/Secondary,JUBILEE ACADEMIES,6017,JUBILEE WELLS BRANCH,"c(-97.6884929999999, 30.456981)"
CAMERON,PK-08,590,Elementary School,JUBILEE ACADEMIES,6017,JUBILEE LEADERSHIP ACADEMY,"c(-97.483700214, 25.9523556710001)"
CAMERON,PK-12,980,Elementary/Secondary,JUBILEE ACADEMIES,6017,JUBILEE BROWNSVILLE,"c(-97.5059955, 25.977654)"
CAMERON,PK-05,385,Elementary School,JUBILEE ACADEMIES,6017,JUBILEE LIVING WAY,"c(-97.5246705, 25.946721)"
BEXAR,PK-05,272,Elementary School,JUBILEE ACADEMIES,6017,JUBILEE WESTWOOD,"c(-98.6248035, 29.4289920000001)"
BEXAR,06-08,78,Middle School,JUBILEE ACADEMIES,6017,JUBILEE SCHOOL OF INNOVATION AND ARTS,"c(-98.6248035, 29.4289920000001)"
CAMERON,PK-08,421,Elementary School,JUBILEE ACADEMIES,6017,JUBILEE HARLINGEN,"c(-97.731666, 26.1899010000001)"
BEXAR,09-12,2527,High School,JUDSON ISD,23848,JUDSON H S,"c(-98.305983, 29.5076970000001)"
BEXAR,09-12,82,High School,JUDSON ISD,23848,JUDSON LEARNING ACAD,"c(-98.3869515, 29.469726)"
BEXAR,06-12,98,Elementary/Secondary,JUDSON ISD,23848,JUDSON CARE ACADEMY,"c(-98.3092364999999, 29.509731)"
BEXAR,09-12,2224,High School,JUDSON ISD,23848,KAREN WAGNER H S,"c(-98.3568734999999, 29.456595)"
BEXAR,09-12,428,High School,JUDSON ISD,23848,JUDSON EARLY COLLEGE ACADEMY,"c(-98.32599, 29.548215)"
BEXAR,06-08,637,Middle School,JUDSON ISD,23848,KIRBY MIDDLE,"c(-98.3869515, 29.469726)"
BEXAR,06-12,5,Elementary/Secondary,JUDSON ISD,23848,BEXAR CO J J A E P,"c(-98.329437, 29.553057)"
BEXAR,09-12,1688,High School,JUDSON ISD,23848,VETERANS MEMORIAL H S,"c(-98.337411, 29.6093070000001)"
BEXAR,06-08,1207,Middle School,JUDSON ISD,23848,JUDSON MIDDLE,"c(-98.2983015, 29.5115490000001)"
BEXAR,06-08,1154,Middle School,JUDSON ISD,23848,KITTY HAWK MIDDLE,"c(-98.3194652609999, 29.5426257240001)"
BEXAR,06-08,749,Middle School,JUDSON ISD,23848,WOODLAKE HILLS MIDDLE,"c(-98.350137, 29.49012)"
BEXAR,06-08,907,Middle School,JUDSON ISD,23848,HENRY METZGER MIDDLE,"c(-98.34111, 29.470158)"
BEXAR,EE-05,508,Elementary School,JUDSON ISD,23848,CONVERSE EL,"c(-98.308962, 29.4922350000001)"
BEXAR,EE-05,372,Elementary School,JUDSON ISD,23848,ED FRANZ EL,"c(-98.3349044999999, 29.552553)"
BEXAR,EE-05,764,Elementary School,JUDSON ISD,23848,HOPKINS EL,"c(-98.379558, 29.452887)"
BEXAR,EE-05,366,Elementary School,JUDSON ISD,23848,CORONADO VILLAGE EL,"c(-98.31834, 29.5504740000001)"
BEXAR,EE-05,401,Elementary School,JUDSON ISD,23848,PARK VILLAGE EL,"c(-98.37324, 29.490285296)"
BEXAR,EE-05,461,Elementary School,JUDSON ISD,23848,OLYMPIA EL,"c(-98.318349, 29.568636)"
BEXAR,EE-05,570,Elementary School,JUDSON ISD,23848,MILLER POINT EL,"c(-98.347392, 29.530044)"
BEXAR,EE-05,679,Elementary School,JUDSON ISD,23848,SPRING MEADOWS EL,"c(-98.3358224999999, 29.5018650000001)"
BEXAR,EE-05,686,Elementary School,JUDSON ISD,23848,WOODLAKE EL,"c(-98.3545875, 29.4789060000001)"
BEXAR,EE-05,594,Elementary School,JUDSON ISD,23848,CRESTVIEW EL,"c(-98.335296, 29.5407000000001)"
BEXAR,EE-05,600,Elementary School,JUDSON ISD,23848,ELOLF EL,"c(-98.318320635, 29.486295951)"
BEXAR,EE-05,694,Elementary School,JUDSON ISD,23848,RICARDO SALINAS EL,"c(-98.314088789, 29.535008874)"
BEXAR,EE-05,656,Elementary School,JUDSON ISD,23848,MARY LOU HARTMAN,"c(-98.364753, 29.4963300000001)"
BEXAR,EE-05,470,Elementary School,JUDSON ISD,23848,CANDLEWOOD EL,"c(-98.368758, 29.4577110000001)"
BEXAR,EE-05,706,Elementary School,JUDSON ISD,23848,WILLIAM PASCHALL EL,"c(-98.3629799999999, 29.473371)"
BEXAR,EE-05,653,Elementary School,JUDSON ISD,23848,JAMES L MASTERS,"c(-98.3474955, 29.4567210000001)"
BEXAR,EE-05,691,Elementary School,JUDSON ISD,23848,ROLLING MEADOWS EL,"c(-98.342586, 29.5952760000001)"
BEXAR,EE-05,763,Elementary School,JUDSON ISD,23848,COPPERFIELD EL,"c(-98.2905525, 29.5016400000001)"
BEXAR,EE-05,785,Elementary School,JUDSON ISD,23848,ESCONDIDO EL,"c(-98.321742, 29.4749100000001)"
BEXAR,EE-06,723,Elementary School,JUDSON ISD,23848,WORTHAM OAKS EL,"c(-98.3739194999999, 29.646324)"
KIMBLE,09-12,174,High School,JUNCTION ISD,589,JUNCTION H S,"c(-99.7770285, 30.487914)"
KIMBLE,06-08,112,Middle School,JUNCTION ISD,589,JUNCTION MIDDLE,"c(-99.7770285, 30.487914)"
KIMBLE,EE-05,303,Elementary School,JUNCTION ISD,589,JUNCTION EL,"c(-99.7770285, 30.487914)"
HARRISON,EE-08,125,Elementary School,KARNACK ISD,125,GEORGE WASHINGTON CARVER EL,"c(-94.1722065, 32.6670480000001)"
KARNES,09-12,310,High School,KARNES CITY ISD,1031,KARNES CITY H S,"c(-97.89336625, 28.879754113)"
KARNES,02-05,289,Elementary School,KARNES CITY ISD,1031,ROGER E SIDES EL,"c(-97.8985709999999, 28.887075)"
KARNES,EE-01,196,Elementary School,KARNES CITY ISD,1031,KARNES CITY PRI,"c(-97.8992459999999, 28.888605)"
KARNES,06-08,230,Middle School,KARNES CITY ISD,1031,KARNES CITY J H,"c(-97.892962809, 28.887786299)"
HAYS,07-12,123,High School,KATHERINE ANNE PORTER SCHOOL,123,KATHERINE ANNE PORTER SCHOOL,"c(-98.106912, 30.002958)"
FORT BEND,09-12,3500,High School,KATY ISD,94785,KATY H S,"c(-95.8325985, 29.783646)"
HARRIS,06-12,267,Elementary/Secondary,KATY ISD,94785,OPPORT AWARENESS CTR,"c(-95.8095585, 29.7972270000001)"
HARRIS,09-12,2970,High School,KATY ISD,94785,MAYDE CREEK H S,"c(-95.6981924999999, 29.8070460000001)"
HARRIS,09-12,3188,High School,KATY ISD,94785,TAYLOR H S,"c(-95.7314835, 29.7770310000001)"
HARRIS,09-12,2832,High School,KATY ISD,94785,MORTON RANCH H S,"c(-95.744466, 29.80593)"
FORT BEND,09-12,3754,High School,KATY ISD,94785,CINCO RANCH H S,"c(-95.7803895, 29.745531)"
FORT BEND,09-12,3061,High School,KATY ISD,94785,TOMPKINS H S,"c(-95.814153, 29.733057)"
FORT BEND,09-12,3719,High School,KATY ISD,94785,SEVEN LAKES H S,"c(-95.806368, 29.7062460000001)"
HARRIS,09-12,3695,High School,KATY ISD,94785,PAETOW H S,"c(-95.777703, 29.84265)"
FORT BEND,09-12,3128,High School,KATY ISD,94785,JORDAN H S,"c(-95.854518, 29.7206370000001)"
HARRIS,06-08,1166,Middle School,KATY ISD,94785,KATY J H,"c(-95.810778, 29.8035180000001)"
HARRIS,06-08,911,Middle School,KATY ISD,94785,WEST MEMORIAL J H,"c(-95.759075576, 29.7793137040001)"
HARRIS,06-08,1239,Middle School,KATY ISD,94785,MAYDE CREEK J H,"c(-95.6981924999999, 29.8070460000001)"
HARRIS,06-08,1007,Middle School,KATY ISD,94785,T H MCDONALD J H,"c(-95.7448035, 29.8258200000001)"
FORT BEND,06-08,1270,Middle School,KATY ISD,94785,RODGER & ELLEN BECK J H,"c(-95.753448, 29.720088)"
FORT BEND,06-08,1168,Middle School,KATY ISD,94785,GARLAND MCMEANS J H,"c(-95.737653, 29.7375210000001)"
HARRIS,06-08,771,Middle School,KATY ISD,94785,MEMORIAL PARKWAY J H,"c(-95.7356594999999, 29.7587070000001)"
FORT BEND,06-08,1500,Middle School,KATY ISD,94785,CINCO RANCH J H,"c(-95.7738825, 29.7446400000001)"
FORT BEND,06-08,1688,Middle School,KATY ISD,94785,BECKENDORFF J H,"c(-95.7904109999999, 29.7206820000001)"
HARRIS,06-08,1185,Middle School,KATY ISD,94785,MORTON RANCH J H,"c(-95.7445155, 29.808594)"
FORT BEND,06-08,1607,Middle School,KATY ISD,94785,SEVEN LAKES J H,"c(-95.803551, 29.708091)"
FORT BEND,06-08,1467,Middle School,KATY ISD,94785,TAYS J H,"c(-95.8261635, 29.738817)"
HARRIS,06-08,818,Middle School,KATY ISD,94785,CARDIFF J H,"c(-95.706045, 29.829321)"
HARRIS,06-08,1405,Middle School,KATY ISD,94785,STOCKDICK J H,"c(-95.773714956, 29.849570747)"
HARRIS,06-08,1359,Middle School,KATY ISD,94785,HASKETT J H,"c(-95.819292, 29.8299060000001)"
FORT BEND,06-08,1569,Middle School,KATY ISD,94785,WOODCREEK J H,"c(-95.830236, 29.7607770000001)"
FORT BEND,06-08,1866,Middle School,KATY ISD,94785,ADAMS J H,"c(-95.8578611199999, 29.722565677)"
HARRIS,EE-05,702,Elementary School,KATY ISD,94785,KATY EL,"c(-95.8216005, 29.7912870000001)"
HARRIS,EE-05,818,Elementary School,KATY ISD,94785,WEST MEMORIAL EL,"c(-95.762106, 29.778282)"
HARRIS,EE-05,416,Elementary School,KATY ISD,94785,MAURICE L WOLFE EL,"c(-95.643504, 29.7800100000001)"
HARRIS,EE-05,641,Elementary School,KATY ISD,94785,BEAR CREEK EL,"c(-95.6369114999999, 29.8455930000001)"
HARRIS,EE-05,800,Elementary School,KATY ISD,94785,ZELMA HUTSELL EL,"c(-95.8146164999999, 29.80242)"
HARRIS,EE-05,940,Elementary School,KATY ISD,94785,MEMORIAL PARKWAY EL,"c(-95.746077, 29.764683)"
HARRIS,EE-05,752,Elementary School,KATY ISD,94785,SUNDOWN EL,"c(-95.7260295, 29.8019160000001)"
HARRIS,EE-05,734,Elementary School,KATY ISD,94785,DIANE WINBORN EL,"c(-95.764464, 29.7984510000001)"
HARRIS,EE-05,841,Elementary School,KATY ISD,94785,NOTTINGHAM COUNTRY EL,"c(-95.728428, 29.7766080000001)"
HARRIS,EE-05,839,Elementary School,KATY ISD,94785,MAYDE CREEK EL,"c(-95.6981924999999, 29.8070460000001)"
HARRIS,EE-05,1237,Elementary School,KATY ISD,94785,HAZEL S PATTISON EL,"c(-95.7153015, 29.7548100000001)"
HARRIS,EE-05,565,Elementary School,KATY ISD,94785,CIMARRON EL,"c(-95.771394, 29.766195)"
HARRIS,EE-05,695,Elementary School,KATY ISD,94785,LORAINE T GOLBOW EL,"c(-95.7451635, 29.823453)"
HARRIS,EE-05,834,Elementary School,KATY ISD,94785,MCROBERTS EL,"c(-95.720065542, 29.823341704)"
FORT BEND,EE-05,923,Elementary School,KATY ISD,94785,EDNA MAE FIELDER EL,"c(-95.771241, 29.751768)"
HARRIS,EE-05,602,Elementary School,KATY ISD,94785,JEANETTE HAYES EL,"c(-95.7357225, 29.7575370000001)"
FORT BEND,EE-05,1020,Elementary School,KATY ISD,94785,ROOSEVELT ALEXANDER EL,"c(-95.765418, 29.7121230000001)"
HARRIS,EE-05,967,Elementary School,KATY ISD,94785,ROBERT KING EL,"c(-95.7870134999999, 29.7987660000001)"
FORT BEND,EE-05,911,Elementary School,KATY ISD,94785,JAMES E WILLIAMS EL,"c(-95.7655485, 29.7321840000001)"
FORT BEND,EE-05,817,Elementary School,KATY ISD,94785,SUE CREECH EL,"c(-95.744052, 29.7161820000001)"
FORT BEND,EE-05,1033,Elementary School,KATY ISD,94785,ODESSA KILPATRICK EL,"c(-95.8029749999999, 29.725173)"
FORT BEND,EE-05,1078,Elementary School,KATY ISD,94785,ROBERTA WRIGHT RYLANDER EL,"c(-95.7936329999999, 29.7402750000001)"
HARRIS,EE-05,1206,Elementary School,KATY ISD,94785,JEAN & BETTY SCHMALZ EL,"c(-95.689764, 29.819808)"
HARRIS,EE-05,757,Elementary School,KATY ISD,94785,JACK & SHARON RHOADS EL,"c(-95.7161115, 29.8303110000001)"
HARRIS,EE-05,1097,Elementary School,KATY ISD,94785,FRANZ EL,"c(-95.7399255, 29.806479)"
FORT BEND,EE-05,778,Elementary School,KATY ISD,94785,GRIFFIN EL,"c(-95.785254, 29.720988)"
FORT BEND,EE-05,944,Elementary School,KATY ISD,94785,JOELLA EXLEY EL,"c(-95.749803, 29.735055)"
HARRIS,EE-05,585,Elementary School,KATY ISD,94785,URSULA STEPHENS EL,"c(-95.7241079999999, 29.80764)"
HARRIS,EE-05,976,Elementary School,KATY ISD,94785,MORTON RANCH EL,"c(-95.7520059409999, 29.8131045220001)"
FORT BEND,EE-05,1121,Elementary School,KATY ISD,94785,TOM WILSON EL,"c(-95.822649, 29.7225)"
FORT BEND,EE-05,1324,Elementary School,KATY ISD,94785,WOODCREEK EL,"c(-95.8327424999999, 29.76687)"
FORT BEND,EE-05,887,Elementary School,KATY ISD,94785,STANLEY C STANLEY EL,"c(-95.8317929999999, 29.7083880000001)"
FORT BEND,EE-05,1025,Elementary School,KATY ISD,94785,RAY AND JAMIE WOLMAN EL,"c(-95.8595804999999, 29.7544770000001)"
FORT BEND,EE-05,805,Elementary School,KATY ISD,94785,BONNIE HOLLAND EL,"c(-95.7862845, 29.7070560000001)"
FORT BEND,EE-05,1044,Elementary School,KATY ISD,94785,FRED AND PATTI SHAFER EL,"c(-95.8440825, 29.7163620000001)"
FORT BEND,EE-05,1032,Elementary School,KATY ISD,94785,JAMES E RANDOLPH EL,"c(-95.8481414999999, 29.710674)"
HARRIS,EE-05,960,Elementary School,KATY ISD,94785,BETHKE EL,"c(-95.7806685, 29.8390230000001)"
WALLER,EE-05,1190,Elementary School,KATY ISD,94785,BRYANT EL,"c(-95.881949474, 29.76867065)"
FORT BEND,EE-05,1448,Elementary School,KATY ISD,94785,JENKS EL,"c(-95.8461255, 29.7420930000001)"
FORT BEND,EE-05,995,Elementary School,KATY ISD,94785,KEIKO DAVIDSON EL,"c(-95.8349552989999, 29.7272170890001)"
FORT BEND,EE-05,1302,Elementary School,KATY ISD,94785,CAMPBELL EL,"c(-95.8665554999999, 29.7272610000001)"
HARRIS,EE-05,1013,Elementary School,KATY ISD,94785,LEONARD EL,"c(-95.7820275, 29.813886)"
HARRIS,EE-05,885,Elementary School,KATY ISD,94785,MCELWAIN EL,"c(-95.778117, 29.871702)"
HARRIS,EE-05,1118,Elementary School,KATY ISD,94785,RUSSELL & CINDI FALDYN EL,"c(-95.819213941, 29.831188566)"
KAUFMAN,09-12,1321,High School,KAUFMAN ISD,4378,KAUFMAN H S,"c(-96.3126855, 32.565681)"
KAUFMAN,09-12,22,High School,KAUFMAN ISD,4378,GARY W CAMPBELL H S,"c(-96.3150705, 32.566743)"
KAUFMAN,06-08,951,Middle School,KAUFMAN ISD,4378,NORMAN J H,"c(-96.3150255, 32.5667700000001)"
KAUFMAN,01-05,497,Elementary School,KAUFMAN ISD,4378,J R PHILLIPS EL,"c(-96.3035235, 32.5791360000001)"
KAUFMAN,EE-KG,470,Elementary School,KAUFMAN ISD,4378,HELEN EDWARD EARLY CHILDHOOD CENTER,"c(-96.295626, 32.5809360000001)"
KAUFMAN,01-05,636,Elementary School,KAUFMAN ISD,4378,LUCILLE NASH EL,"c(-96.3144765, 32.5836810000001)"
KAUFMAN,01-05,481,Elementary School,KAUFMAN ISD,4378,J W MONDAY EL,"c(-96.3074205, 32.5834830000001)"
JOHNSON,09-12,367,High School,KEENE ISD,1097,KEENE H S,"c(-97.31853, 32.391738)"
JOHNSON,EE-02,259,Elementary School,KEENE ISD,1097,KEENE EL,"c(-97.3203794999999, 32.3906670000001)"
JOHNSON,03-05,210,Elementary School,KEENE ISD,1097,THE SUMMIT LEADERSHIP ACADEMY,"c(-97.310106, 32.3939520000001)"
TARRANT,09-12,2241,High School,KELLER ISD,33250,FOSSIL RIDGE H S,"c(-97.294995, 32.8930290000001)"
TARRANT,09-12,3023,High School,KELLER ISD,33250,KELLER H S,"c(-97.2343215, 32.9401980000001)"
TARRANT,09-12,2542,High School,KELLER ISD,33250,CENTRAL H S,"c(-97.270425, 32.910219)"
TARRANT,09-12,3026,High School,KELLER ISD,33250,TIMBER CREEK H S,"c(-97.2875069999999, 32.9497470000001)"
TARRANT,08-12,279,High School,KELLER ISD,33250,KELLER COLLEGIATE ACADEMY,"c(-97.3007145, 32.886828)"
TARRANT,07-08,935,Junior High School,KELLER ISD,33250,KELLER MIDDLE,"c(-97.2485955, 32.9380110000001)"
TARRANT,05-08,910,Middle School,KELLER ISD,33250,INDIAN SPRINGS MIDDLE,"c(-97.2486719999999, 32.893578)"
TARRANT,06-08,826,Middle School,KELLER ISD,33250,FOSSIL HILL MIDDLE,"c(-97.3000125, 32.878179)"
TARRANT,07-08,906,Junior High School,KELLER ISD,33250,TRINITY SPRINGS MIDDLE,"c(-97.2837585, 32.9377680000001)"
TARRANT,EE-04,496,Elementary School,KELLER ISD,33250,KELLER-HARVEL EL,"c(-97.2499275, 32.9429880000001)"
TARRANT,06-08,755,Middle School,KELLER ISD,33250,VISTA RIDGE MIDDLE,"c(-97.312283268, 32.889504296)"
TARRANT,07-08,1216,Junior High School,KELLER ISD,33250,HILLWOOD MIDDLE,"c(-97.2625184999999, 32.8898340000001)"
TARRANT,EE-05,613,Elementary School,KELLER ISD,33250,PARKVIEW EL,"c(-97.294815, 32.8662180000001)"
TARRANT,EE KG-04,374,Elementary School,KELLER ISD,33250,WHITLEY ROAD EL,"c(-97.2538289999999, 32.8811400000001)"
TARRANT,EE KG-04,501,Elementary School,KELLER ISD,33250,FLORENCE EL,"c(-97.199091, 32.940747)"
TARRANT,05-06,907,Middle School,KELLER ISD,33250,BEAR CREEK INT,"c(-97.2364185, 32.9281110000001)"
TARRANT,EE KG-05,576,Elementary School,KELLER ISD,33250,HERITAGE EL,"c(-97.2984105, 32.8916340000001)"
TARRANT,EE KG-04,414,Elementary School,KELLER ISD,33250,SHADY GROVE EL,"c(-97.217388, 32.908617)"
TARRANT,EE KG-04,516,Elementary School,KELLER ISD,33250,WILLIS LANE EL,"c(-97.2482669999999, 32.905944)"
TARRANT,EE-04,402,Elementary School,KELLER ISD,33250,HIDDEN LAKES EL,"c(-97.2092655, 32.917203)"
TARRANT,EE-04,490,Elementary School,KELLER ISD,33250,PARK GLEN EL,"c(-97.274817, 32.8810050000001)"
TARRANT,EE KG-04,637,Elementary School,KELLER ISD,33250,LONE STAR EL,"c(-97.2855944999999, 32.903109)"
TARRANT,EE KG-05,572,Elementary School,KELLER ISD,33250,BLUEBONNET EL,"c(-97.2776249999999, 32.870214)"
TARRANT,EE KG-05,471,Elementary School,KELLER ISD,33250,NORTH RIVERSIDE EL,"c(-97.3056779999999, 32.881428)"
TARRANT,05-06,1121,Middle School,KELLER ISD,33250,PARKWOOD HILL INT,"c(-97.2650205, 32.887953)"
TARRANT,EE KG-04,546,Elementary School,KELLER ISD,33250,BETTE PEROT EL,"c(-97.3042425, 32.909319)"
